time,event,details
2025-09-12 07:27:32,off_screen,"yaw=-7.6, pitch=34.5"
2025-09-12 07:27:32,snapshot,Saved off_screen_20250912_072732.jpg
2025-09-12 07:27:42,off_screen,"yaw=2.4, pitch=-21.4"
2025-09-12 07:27:42,snapshot,Saved off_screen_20250912_072742.jpg
2025-09-12 07:27:52,off_screen,"yaw=151.8, pitch=50.2"
2025-09-12 07:27:52,snapshot,Saved off_screen_20250912_072752.jpg
2025-09-12 07:28:06,off_screen,"yaw=2.6, pitch=20.1"
2025-09-12 07:28:06,snapshot,Saved off_screen_20250912_072806.jpg
